EVENT_UNIQUE_ID,OCC_DATE,NEIGHBOURHOOD_158,CSI_CATEGORY,OFFENCE,DEATH,INJURIES,EVENT_TYPE,PREMISE_TYPE
GO-20141712982,3/16/2014 4:00:00 AM,Wexford/Maryvale (119),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141710641,11/20/2013 5:00:00 AM,Morningside (135),Theft Over,Theft From Mail / Bag / Key,NA,NA,NA,NA
GO-20141717445,3/17/2014 4:00:00 AM,Downtown Yonge East (168),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141715639,3/14/2014 4:00:00 AM,West Humber-Clairville (1),Theft Over,Theft From Mail / Bag / Key,NA,NA,NA,NA
GO-20141715748,3/1/2013 5:00:00 AM,Annex (95),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141722881,11/22/2000 5:00:00 AM,Thorncliffe Park (55),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141721962,12/15/2013 5:00:00 AM,West Hill (136),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141724696,3/18/2014 4:00:00 AM,Lawrence Park North (105),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141728731,3/17/2014 4:00:00 AM,Kensington-Chinatown (78),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141733527,3/19/2014 4:00:00 AM,Bendale South (157),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141738380,3/20/2014 4:00:00 AM,Weston (113),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141741010,12/6/2013 5:00:00 AM,Humber Summit (21),Theft Over,Theft From Mail / Bag / Key,NA,NA,NA,NA
GO-20141741947,3/1/2014 5:00:00 AM,NSA,Theft Over,Theft From Mail / Bag / Key,NA,NA,NA,NA
GO-20141742004,6/1/2012 4:00:00 AM,Bridle Path-Sunnybrook-York Mills (41),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141747618,3/1/2014 5:00:00 AM,Bayview Village (52),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141748851,3/22/2014 4:00:00 AM,Taylor-Massey (61),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141754402,3/23/2014 4:00:00 AM,Fort York-Liberty Village (163),Theft Over,Theft From Motor Vehicle Over,NA,NA,NA,NA
GO-20141757153,9/1/2013 4:00:00 AM,Annex (95),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141756048,3/17/2014 4:00:00 AM,Princess-Rosethorn (10),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141767085,3/16/2014 4:00:00 AM,Bayview Village (52),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141765477,3/24/2014 4:00:00 AM,Yonge-Bay Corridor (170),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141764281,1/23/2014 5:00:00 AM,Bayview Village (52),Theft Over,Theft Over,NA,NA,NA,NA
GO-20141760013,3/23/2014 4:00:00 AM,Alderwood (20),Theft Over,Theft From Motor Vehicle Over,NA,NA,NA,NA
GO-20141763105,3/25/2014 4:00:00 AM,Pelmo Park-Humberlea (23),Theft Over,Theft From Motor Vehicle Over,NA,NA,NA,NA
GO-20141777000,3/1/2014 5:00:00 AM,O'Connor-Parkview (54),Theft Over,Theft Over,NA,NA,NA,NA
